Sample_ID,C_N,d13C_post,d13C_kilj,d13C,d15N,location,organism,month,tissue,,,
CR5-023-PD-2-L,5.00638245,-29.89368137,-29.64488745,-31.53,5.34,creek,pearl dace,october,liver,,,
LK9-023-BNM-10-M,3.861004665,-27.39760538,-26.76936428,-27.9,6.18,lake,bluntnose minnow,october,muscle,,,
LK9-023-BNM-10-L,5.889911402,-27.12898771,-27.20153419,-29.64,4.78,lake,bluntnose minnow,october,liver,,,
FN-023-PD-7-M,3.838780148,-29.76960765,-29.13444018,-30.25,7.18,int,pearl dace,october,muscle,,,
FN-023-PD-7-L,5.397457198,-29.82651737,-29.71699688,-31.85,6.6,int,pearl dace,october,liver,,,
CR5-023-PD-3-M,4.049018618,-31.31147157,-30.74250659,-32,7.51,creek,pearl dace,october,muscle,,,
CR5-023-PD-3-L,9.008593974,-28.86149197,-30.24457627,-34.46,7.31,creek,pearl dace,october,liver,,,
CR5-023-PD-4-M,4.045769609,-31.35468809,-30.78468849,-32.04,7.35,creek,pearl dace,october,muscle,,,
CR5-023-PD-4-L,5.58153964,-32.20427576,-32.16195256,-34.41,6.41,creek,pearl dace,october,liver,,,
LK10-023-YP-2-M,3.813427696,-30.69470658,-30.05165881,-31.15,7,lake,yellow perch,october,muscle,,,
LK10-023-YP-2-L,5.574413581,-27.71133055,-27.66638681,-29.91,4.77,lake,yellow perch,october,liver,,,
CR5-023-YP-6-M,3.709864392,-30.40723425,-29.73222809,-30.76,7.99,creek,yellow perch,october,muscle,,,
CR5-023-YP-6-L,4.651568053,-31.49494763,-31.12398848,-32.78,6.99,creek,yellow perch,october,liver,,,
LK9-023-SMB-4-M,3.985681901,-28.03417492,-27.44510596,-28.66,5.12,lake,smallmouth bass,october,muscle,,,
LK9-023-SMB-4-L,7.614930243,-26.66121906,-27.4267661,-30.88,4.41,lake,smallmouth bass,october,liver,,,
CR5-023-YP-2-M,3.727375552,-30.2898982,-29.62026949,-30.66,6.58,creek,yellow perch,october,muscle,,,
CR5-023-YP-2-L,6.552455121,-30.37306943,-30.70189798,-33.54,6.11,creek,yellow perch,october,liver,,,
LK5-023-YP-20-M,3.84144227,-27.65697215,-27.02263344,-28.14,5.99,lake,yellow perch,october,muscle,,,
LK5-023-YP-20-L,5.36015304,-28.47344849,-28.35043733,-30.46,4.98,lake,yellow perch,october,liver,,,
CR5-023-YP-4-M,3.759861153,-29.83773746,-29.17811302,-30.24,7.49,creek,yellow perch,october,muscle,,,
CR5-023-YP-4-L,5.587467618,-29.45840706,-29.41826501,-31.67,7.63,creek,yellow perch,october,liver,,,
LK4-023-SMB-3-M,3.906582203,-25.20248362,-24.58850037,-25.75,5.11,lake,smallmouth bass,october,muscle,,,
LK4-023-SMB-3-L,7.26876138,-24.94392623,-25.56381512,-28.82,5.36,lake,smallmouth bass,october,liver,,,
LK10-023-YP-1-M,3.803277673,-27.0047551,-26.35855865,-27.45,5.15,lake,yellow perch,october,muscle,,,
LK10-023-YP-1-L,6.767059477,-26.17061112,-26.5851485,-29.55,3.6,lake,yellow perch,october,liver,,,
CR5-023-YP-3-M,3.770837137,-30.08687123,-29.43063528,-30.5,6.71,creek,yellow perch,october,muscle,,,
CR5-023-YP-3-L,7.092225616,-29.53869664,-30.08554213,-33.24,5.57,creek,yellow perch,october,liver,,,
CR4-023-YP-1-M,3.75331859,-30.5542146,-29.89257235,-30.95,5.64,creek,yellow perch,october,muscle,,,
CR4-023-YP-1-L,4.792394145,-31.1055298,-30.78257326,-32.53,5.57,creek,yellow perch,october,liver,,,
CR7-023-YP-7-M,3.855666181,-27.12289048,-26.49298406,-27.62,5.06,creek,yellow perch,october,muscle,,,
CR9-023-YP-7-L,5.184214348,-30.5576278,-30.37157197,-32.37,6.58,creek,yellow perch,october,liver,,,
CR5-023-YP-5-M,3.737024149,-28.63034609,-27.96368492,-29.01,6.74,creek,yellow perch,october,muscle,,,
CR3-023-YP-5-L,5.264535878,-29.08810948,-28.93071605,-30.98,6.47,creek,yellow perch,october,liver,,,
FN-023-YP-1-M,3.741926801,-29.34549247,-28.68034041,-29.73,7.09,int,yellow perch,october,muscle,,,
FN-023-YP-1-L,4.791874739,-29.33604401,-29.01290925,-30.76,6.51,int,yellow perch,october,liver,,,
FN-023-YP-6-M,3.739553742,-28.5178418,-27.85195916,-28.9,7.45,int,yellow perch,october,muscle,,,
FN-023-YP-6-L,4.919519852,-29.13967535,-28.86060069,-30.69,6.95,int,yellow perch,october,liver,,,
FN-023-YP-4-M,3.738662095,-30.07872453,-29.41256744,-30.46,6.97,int,yellow perch,october,muscle,,,
FN-023-YP-4-L,5.337689355,-30.30568754,-30.17457336,-32.27,6.77,int,yellow perch,october,liver,,,
LK5-023-YP-7-M,3.711337524,-28.38577585,-27.71122165,-28.74,5.51,lake,yellow perch,october,muscle,,,
LK5-023-YP-7-L,5.23857635,-27.82380941,-27.65713041,-29.69,4.69,lake,yellow perch,october,liver,,,
FN-023-YP-5-M,3.719435225,-29.42775913,-28.75569071,-29.79,7.35,int,yellow perch,october,muscle,,,
FN-023-YP-5-L,5.016256972,-29.4939056,-29.24856916,-31.14,6.36,int,yellow perch,october,liver,,,
LK5-023-YP-8-M,3.732419961,-28.15490424,-27.48682659,-28.53,5.75,lake,yellow perch,october,muscle,,,
LK3-023-YP-8-L,4.99493296,-28.11501637,-27.86221737,-29.74,4.61,lake,yellow perch,october,liver,,,
LK5-023-YP-9-M,3.768271941,-27.79941078,-27.14238253,-28.21,5.37,lake,yellow perch,october,muscle,,,
LK5-023-YP-9-L,5.848700238,-27.29978676,-27.35681686,-29.77,4.67,lake,yellow perch,october,liver,,,
FN-023-YP-2-M,3.692906502,-31.15402256,-30.47381908,-31.49,8.16,int,yellow perch,october,muscle,,,
FN-023-YP-2-L,5.074678416,-31.96606837,-31.74125093,-33.67,6.87,int,yellow perch,october,liver,,,
LK10-023-YP-3-M,3.870763548,-27.96794409,-27.34274979,-28.48,5.25,lake,yellow perch,october,muscle,,,
LK10-023-YP-3-L,5.81307349,-28.03505724,-28.07871436,-30.47,4.21,lake,yellow perch,october,liver,,,
FN-023-YP-3-M,3.698796305,-30.41819166,-29.73979216,-30.76,7.66,int,yellow perch,october,muscle,,,
FN-023-YP-3-L,5.066116294,-30.45454487,-30.22671346,-32.15,7.41,int,yellow perch,october,liver,,,
LK10-023-YP-4-M,3.787082631,-27.8807882,-27.22957522,-28.31,4.87,lake,yellow perch,october,muscle,,,
LK10-023-YP-4-L,5.01262266,-28.62750357,-28.38089424,-30.27,4.41,lake,yellow perch,october,liver,,,
LK5-023-YP-5-L,6.724693362,-26.74255357,-27.14006829,-30.08,4.72,lake,yellow perch,october,liver,,,
LK5-023-YP-5-M,3.778106941,-28.28967413,-27.63568481,-28.71,5.92,lake,yellow perch,october,muscle,,,
LK5-023-YP-6-M,3.747558396,-27.63991719,-26.97649966,-28.03,6.05,lake,yellow perch,october,muscle,,,
LK5-023-YP-6-L,5.601341815,-27.3946716,-27.35963861,-29.62,4.54,lake,yellow perch,october,liver,,,
CR5-023-CS-23-M,3.848971776,-29.94951794,-29.31752462,-30.44,6.27,creek,common shiner,october,muscle,,,
CR5-023-CS-23-L,5.947290333,-29.03218257,-29.1264168,-31.6,5.42,creek,common shiner,october,liver,,,
CR5-023-GS-22-M,3.8429186,-29.85551059,-29.22163159,-30.34,7.18,creek,golden shiner,october,muscle,,,
CR5-023-GS-22-L,6.656344557,-27.69021889,-28.06037711,-30.96,5.86,creek,golden shiner,october,liver,,,
CR5-023-GS-21-M,3.87406596,-31.3246747,-30.70051218,-31.84,7.14,creek,golden shiner,october,muscle,,,
CR5-023-GS-21-L,6.971580223,-31.00813558,-31.50555115,-34.59,4.97,creek,golden shiner,october,liver,,,
CR5-023-SMB-5-M,3.774828308,-27.79291997,-27.13791721,-28.21,8.38,creek,smallmouth bass,october,muscle,,,
CR5-023-SMB-5-L,6.046864448,-27.4436042,-27.57570598,-30.11,8.21,creek,smallmouth bass,october,liver,,,
LK-023-SMB-2-M,3.852775456,-25.9657523,-25.33494453,-26.46,6.03,lake,smallmouth bass,october,muscle,,,
LK-023-SMB-2-L,7.392350458,-24.06157305,-24.73309832,-28.06,5.65,lake,smallmouth bass,october,liver,,,
CR5-023-SMB-3-M,3.857554943,-24.86102061,-24.23170326,-25.36,6.47,creek,smallmouth bass,october,muscle,,,
CR5-023-SMB-3-L,6.109747432,-27.04135004,-27.19751619,-29.77,8.07,creek,smallmouth bass,october,liver,,,
LK-023-SMB-1-M,4.012315052,-26.5378081,-25.95717618,-27.19,7.47,lake,smallmouth bass,october,muscle,,,
